supplier_id,supplier_name,contact_name,contact_email,contact_phone,address,city,state,country,postal_code,website,payment_terms,lead_time
e017361a-ad1d-44bb-9e74-215d707d8809,Johnson PLC,Lisa Mora,howellmichaela@example.com,772.650.3332x7217,"69560 James Roads, East Michele, ND 29231",New Carrie,South Dakota,Cape Verde,52344,http://jackson.info/,Net 90,20
93d57696-4663-403d-b6a0-325e3f00f77a,Perez-Curtis,Andrea Baker,kaitlyn91@example.org,614-814-9835,"3245 Ernest Union, Friedmanberg, WI 90618",Kyleland,Nebraska,Vanuatu,05754,http://www.greene.biz/,Net 60,15
2b7e4a6a-9300-4b88-8e1e-fbeb7f13d590,Walker LLC,Richard Johnson,pamelahanna@example.org,001-430-819-8772x5124,"97393 Alexander Forge Apt. 683, Juliefort, SD 96658",Leestad,Georgia,Estonia,36329,https://www.medina-marquez.com/,Net 90,21
b2607b88-1682-45ab-ad96-29b991cd13a6,"Stewart, Rosario and Robles",James Hunt,yowens@example.com,(312)868-3122,"842 Thomas Meadow Suite 257, Lake Larry, WI 97699",Masonbury,New Jersey,Ecuador,70241,https://turner.com/,Net 30,12
8afe5540-a406-4739-8339-cb5a6043fb67,"Krueger, Baker and Lynch",Peggy Jones,oschultz@example.com,9385909396,"0319 Russell Causeway Suite 415, East Tiffany, HI 32388",North Maria,Wisconsin,Niger,55087,https://www.rodriguez.com/,Net 90,19
ed127f40-73bf-4e87-9d8b-882a0671b40d,"Gardner, Chang and Cross",Franklin Wheeler,alexandria04@example.com,+1-571-909-2426x000,"921 Diane Drive, Lake Bob, PA 13807",Lisamouth,Wisconsin,Oman,55379,https://perez-mcfarland.com/,Net 60,15
8710f566-01f6-42ab-87bf-ab421bb0992f,Henson LLC,Cody Gonzalez,shannonjohnson@example.com,(788)691-9976x04856,"62848 Butler Burgs, Danieltown, AR 24568",East Cheyenne,New Mexico,Gibraltar,40778,https://www.hamilton-evans.com/,Net 60,26
b3a43ecf-c65b-48d1-802e-f656d2879364,Stephens-Jones,Mary Ballard,hannah00@example.com,470-855-3366x1378,"65224 James Road, South Brenda, VT 21647",Tuckerhaven,Maryland,Pakistan,96256,https://www.williams.org/,Net 90,11
a8159280-8935-4554-9a31-38d998947f3d,"Reyes, Smith and White",Maria Hopkins,rodriguezwendy@example.org,001-553-326-1840x925,"3652 Foster Junctions Apt. 061, Allenside, NJ 95963",Ginaview,Wisconsin,Andorra,64012,https://www.gomez.biz/,Net 90,20
364e2b6e-6174-4aac-87c7-ee109313c55d,Phillips-Walker,Hector Willis,rle@example.com,001-724-903-9734,"Unit 3397 Box 2923, DPO AA 31185",East Pamela,Maine,Lebanon,50896,http://www.jimenez.net/,Net 90,2
a320286d-6ec3-4efa-bcc4-64fddfdc7464,Adams-Tran,Lisa Davis,ewinters@example.com,(742)419-2494,"232 Fields Mission Apt. 240, Greenberg, GA 15795",Sheilaville,Iowa,Kenya,21241,http://www.watts.com/,Net 90,30
19f8fb58-da53-40e2-add1-f4951cfa3073,Taylor Inc,Juan Herman,josewheeler@example.org,(210)569-1694x447,"28867 Reed Crossing Suite 400, South Monica, PW 28149",Emilyberg,Tennessee,Holy See (Vatican City State),75035,https://lynn.biz/,Net 60,4
efbf8380-668d-490a-90fe-6efdb5cf790a,Mcconnell LLC,Dr. Chelsea Smith,mcbrideann@example.net,847-761-8141,"77889 Ruiz Crescent Apt. 738, North Eric, RI 72530",Hannahland,Idaho,Luxembourg,08060,https://www.johnson-gray.com/,Net 60,29
a264593f-7c1e-4af1-a31e-527f328bcd84,"Larson, Rodriguez and Odom",Tina Leonard,emiller@example.com,387-288-0380,"061 Barker Fields Apt. 954, Robinton, MI 75282",South Robin,Hawaii,Indonesia,21064,http://www.rogers.biz/,Net 90,30
593c51b5-0891-4eb7-90ae-85ffefeabbff,Santiago-Miller,George Adams,cdoyle@example.org,897-214-0902x6588,"Unit 5471 Box 5793, DPO AP 22025",North Brittany,Kentucky,Zambia,78671,http://cox-schwartz.com/,Net 90,8
855478b1-ed24-4be1-b4fa-e3301a451e6f,Murphy PLC,Brian Swanson,jason81@example.org,(784)359-6652x313,"469 Kristin Isle, West Wesleymouth, RI 10536",East Rachelchester,West Virginia,Nicaragua,77570,https://anderson.biz/,Net 90,12
4afc0f9b-78b7-4ca9-9be2-f0993b13f87e,"Green, Dalton and Holmes",Dustin Marshall,williamssarah@example.com,239.879.0198,"8851 Daniel Parks Apt. 046, Breannaborough, SD 65210",East Alyssa,Kansas,Christmas Island,47041,http://www.montgomery-gonzalez.com/,Net 30,12
d40b6579-0edd-4f52-9e16-e65c4e01b8dd,Berry Group,Carol Olsen,livingstonwilliam@example.org,001-432-975-9681x72281,"921 Scott Rest Apt. 321, New Kimberly, SC 58249",North Timothyland,Rhode Island,Bangladesh,88223,http://www.hall.org/,Net 90,22
fe7eed95-624f-4d1e-918d-f1f7f7d38184,Meza-Dean,Natasha Reeves,james55@example.org,211-652-1092x78864,"211 Ryan Trail, Annamouth, OR 90061",Wilsonborough,Massachusetts,France,77990,https://stanton-norris.org/,Net 60,17
bc4f2b1a-9d94-4588-838d-704630ebc4e1,Mcmahon-Small,Aaron Barrera,juan19@example.com,(237)610-3432x6060,"4689 Pineda Shore Apt. 584, Lake Alicia, DC 44444",Loganberg,North Dakota,Paraguay,92437,https://miles-coleman.com/,Net 60,23
130d04e7-05a1-4504-bafb-5555016a312e,Li-Brown,Stephanie Blankenship,charles41@example.net,227-275-1781x61390,"34228 Patricia Stream Apt. 461, West Michaelshire, VA 90178",Deanbury,Pennsylvania,Niue,11672,https://www.dixon.com/,Net 90,26
e45355bb-f64b-4345-96f2-eedf06eb7d05,Boone-Carpenter,Cheyenne Navarro,smithtimothy@example.org,835.690.9308x680,"935 Rebecca Crescent Suite 273, Bowmantown, VI 91194",Ericaview,Oregon,Suriname,42380,https://www.tate-knapp.com/,Net 30,10
c37c6881-e5ab-44e6-a280-d6f4d0b5e3cd,Smith and Sons,Zachary Bautista,hernandezanthony@example.net,238.664.2986,"496 Wright Streets, Vargasberg, OK 61077",Gonzalesfort,Tennessee,Bangladesh,17875,http://robinson.com/,Net 90,18
b8c90f47-0d25-4e80-b06e-d9f94d970b38,Hayes Inc,Sandra Martinez,xmaldonado@example.com,657.579.1960x219,"464 Luis Island, Bellside, WY 29479",Michaelfurt,Ohio,Bahrain,29506,http://www.haney.com/,Net 30,30
b5643203-98ca-4de6-89d1-935917f28c2c,Nelson-Rose,Donald Spencer,saradeleon@example.com,(671)980-9107,"3643 Harris Port, Escobarberg, IN 14243",Westport,Delaware,Oman,81505,https://williams-jackson.com/,Net 30,25
e6e9dc96-8eef-4fe9-bf09-fcd1fab8a90a,"Fowler, Williams and Walter",Nicolas Brown,willisjames@example.net,001-804-646-5222x759,"USNV Miller, FPO AP 16539",Lopezburgh,Kansas,Belgium,33063,https://www.garner.com/,Net 30,14
890f55a9-86b8-4a56-b988-1f50e2312d28,"Brooks, Wise and Moore",Ashley Mitchell,miranda00@example.org,585-954-1345x771,"094 Charles Common, Lake John, VI 54587",Port Steven,North Dakota,United States Virgin Islands,60107,https://byrd.biz/,Net 30,12
4aeefd5a-c86a-4650-9ce4-38d8674e7425,Martinez Inc,Miss Rebecca Ruiz,edavis@example.net,001-340-428-6444x6089,"35495 Leonard Prairie Apt. 934, Greenemouth, IL 17123",Dustinton,Michigan,South Africa,95422,http://www.flynn.org/,Net 30,14
fb705281-c4c7-4aa0-b0fd-831da0783cf9,Schaefer Ltd,Jack Hudson,mark36@example.com,6582729406,"594 Todd Plains Apt. 333, Westhaven, DE 15156",Williamsborough,Idaho,Belarus,42130,https://www.mahoney.com/,Net 90,4
d5b89d1e-6980-4596-9496-1d19f40f25eb,Barrett Group,Sarah Carr,paulabraun@example.com,001-501-486-0829x628,"29108 Leon Court Suite 816, Rogerland, FM 06286",South Sara,Arkansas,Algeria,09513,http://webb-harris.com/,Net 60,4
8319d28c-3748-4e94-a136-9ab02eab17d6,Maxwell Group,Carl White,montgomeryjohnny@example.com,(654)698-4746,"363 Sharon Pike, Peterburgh, PA 75558",Patriciaville,Iowa,Trinidad and Tobago,95862,https://www.scott.org/,Net 60,11
680203d4-fc97-469d-9983-486907447182,"Nolan, Lozano and Smith",James Hopkins,hansenpaul@example.net,573-480-8842,"109 Franco Summit Apt. 674, Kathrynburgh, DE 91762",East Erikmouth,North Carolina,Taiwan,71182,https://cox.com/,Net 60,16
e46b7e4b-af28-4714-a18e-8891660bd82c,"Vega, Walls and Parker",Andrew Mata,dwaynetorres@example.net,704-818-5651x780,"928 Kristin Trace, Kathytown, AS 48956",Lake Nicholasberg,Nebraska,Guinea,01515,https://www.rogers-andrews.com/,Net 30,16
85ffecbb-0bb4-45ff-9013-4f6effaad8c5,Clarke Group,Mr. Shane Rice,bridget63@example.org,(505)408-6461,"6268 Bennett Burg, Kennedyburgh, FM 13649",Markside,Texas,Luxembourg,40358,https://allen.info/,Net 60,5
fdda1cdf-9215-4731-a949-c9214332b87a,"Bradley, Johnston and Landry",Manuel Jackson,bwest@example.net,(297)733-4114x3186,"PSC 2145, Box 7530, APO AP 61873",Port William,Virginia,Antarctica (the territory South of 60 deg S),74512,https://www.harmon.com/,Net 90,28
675f3644-6182-46a1-862a-473cfb34808a,"Andersen, Miller and Martin",Mark Williams,jparsons@example.net,+1-761-857-4894x9780,"28858 Cassandra Row, Hernandezburgh, CA 74768",Lake Amandaport,South Dakota,Switzerland,77643,https://www.patel.com/,Net 60,17
5a812e65-d6e6-4132-aa9f-7d59ee688f49,Taylor-Brown,Kristin Holland,christine29@example.com,001-668-713-4638x629,"PSC 2330, Box 8467, APO AE 14157",Toddfort,California,Equatorial Guinea,24679,http://johnson.info/,Net 60,17
35f541a4-7053-4f1f-940b-32d8a7b3c6c1,"Smith, Moore and Harper",Jordan Wright,edward60@example.org,(629)639-6641x924,"027 Christina Trafficway Suite 547, Port James, CT 43107",Youngmouth,West Virginia,Israel,14397,https://www.shields-bailey.com/,Net 30,12
1fbe67bf-063f-4342-93cd-68339eb8cbc8,Palmer PLC,Anthony Adams,cherylhernandez@example.net,001-694-584-2573,"0952 James Island, New Monica, PR 74417",Anthonymouth,South Dakota,Pakistan,67144,http://holland.com/,Net 30,1
09761d7d-c538-4c7b-8a14-d3633921b30b,Mathews-Valencia,Aaron Vasquez,lanethomas@example.net,+1-832-898-9180,"649 Williams Expressway, Port Crystal, MI 57431",East Saramouth,Arizona,Guatemala,00964,http://velez.biz/,Net 90,22
94333819-c646-4f3e-b6b4-1ce125100303,"Mathis, Whitehead and Miller",Kathy Freeman,xallen@example.com,220-541-6574x611,"86177 Russell Lake Suite 364, Palmerberg, ND 75150",Reedmouth,Louisiana,Iraq,26297,https://www.miranda.net/,Net 30,17
ed758533-01f0-4143-bb72-6158f9153e5a,Brown PLC,Tina Chang,seanreid@example.org,649.647.3223x498,"389 Gates Fords Suite 666, Karenfurt, VI 11828",Knightville,Utah,Guyana,62517,http://mendoza.com/,Net 60,28
cca9817c-11b1-4f59-862e-ff268ab73aee,"Salazar, Moses and Griffith",Tamara Lamb DDS,uclark@example.net,537.708.2340x63154,"Unit 5482 Box 6615, DPO AE 53566",Byrdberg,Arizona,Chile,10648,https://mccarty-wood.com/,Net 30,19
f46e8d0c-36f5-48c9-8112-cc37bf9c16a0,Lang PLC,Megan Lozano,cooperchristopher@example.org,+1-287-368-3776x4704,"59411 Parker Tunnel Apt. 571, Millerville, VT 53335",Lake Marcushaven,New York,Liberia,09549,https://www.smith-smith.com/,Net 60,30
0978027a-c575-441c-8156-487442d6227a,"Wheeler, Smith and Morris",Melvin Ali,alexiskirk@example.com,277-636-2767x16832,"2482 Evans Curve, North Kelseyside, VT 71571",Barnesside,Oregon,Taiwan,67860,https://brock.com/,Net 60,12
2f095be4-953f-40e1-9872-f07c1de9abb2,"Briggs, Howard and Jones",Emily Webster,wrightdenise@example.org,684.540.0573x64486,"795 Jennifer Station, Morrowchester, WI 87242",Joshuatown,North Dakota,Sri Lanka,65699,https://davenport.com/,Net 60,14
64dbe5b2-a4da-4cf7-ab2c-58d254e2c93e,"Smith, Porter and White",Michael Bradley,rfuller@example.net,(742)371-2935x235,"PSC 7405, Box 9901, APO AP 67944",New Aliciaton,Arizona,Tunisia,62162,https://drake.com/,Net 60,10
3b834ede-42cb-4da8-b66b-2b65c72d3f03,Wheeler PLC,Jennifer Huang,bkemp@example.org,(913)978-4506,"650 Angela Highway Suite 675, South Rodneymouth, NH 11936",Lake Savannahmouth,Iowa,Saint Pierre and Miquelon,42250,http://www.evans-larson.org/,Net 90,16
edf8b7a8-6e94-457b-89b7-408baa187178,Parker-Alexander,Deanna Harrison,nicholasbrady@example.com,(337)761-9196x513,"584 Johnson Locks, Elizabethport, NY 76522",South Kathleenstad,Illinois,Guernsey,84309,http://booth.net/,Net 90,19
580b55c9-0ade-4d1f-b283-d86b0825cca3,Miller-Owens,Charles Taylor,joneslindsey@example.com,001-408-216-2584x499,"3552 Michael Drive Apt. 511, Tiffanyborough, KY 02823",North Alexhaven,Nevada,Sudan,48788,https://adams.com/,Net 90,13
038fadb5-0329-48c0-85fc-2febfffc6209,Johnson-Jenkins,Mrs. Christina Madden,xmoore@example.net,396.443.4303x14721,"255 Brian Turnpike, Port Veronicabury, NV 94793",Johnsonmouth,Maryland,Kiribati,33590,http://kelley-lutz.com/,Net 90,1
41b9dcec-8837-4f93-af52-e244d23bf347,Pitts-Johnson,Timothy Ramsey,dianele@example.org,+1-873-347-9909x3332,"376 Justin Skyway, New Katelyn, AZ 96038",New Heatherside,Indiana,Hungary,20969,http://www.hooper-hardy.com/,Net 90,24
5c408210-f9eb-45d3-bdaa-c539212d9480,Moore Inc,Rhonda Bryant,farrellricky@example.org,893.214.0715,"638 Nichols Stravenue, South Andrew, MA 28999",Brooksville,Wyoming,Morocco,19515,https://snyder-rodriguez.com/,Net 30,8
2357100d-0a7f-4053-a418-cade9a8d76b5,"Hahn, Lewis and Davidson",William Boyle,zlewis@example.org,+1-860-302-6824,"274 Bruce Common Apt. 362, Wrightville, CO 00523",Brettchester,Montana,South Georgia and the South Sandwich Islands,13538,https://roberson.com/,Net 90,4
7ca87c43-3b62-4747-99ed-9480336f008c,Smith Inc,Elaine Olson,dana82@example.com,974.250.5510x23099,"323 Gonzalez Trafficway, New Victoria, WV 34560",New Brenda,Oregon,British Indian Ocean Territory (Chagos Archipelago),41472,https://harris.com/,Net 30,14
ad978802-bc41-45e8-b3fe-976fa548a6bd,"Bush, Rodriguez and Walls",Seth Weiss,nancy73@example.net,001-838-983-4729,"USCGC Harris, FPO AA 95312",South Carol,Virginia,Vietnam,85612,https://pena.info/,Net 90,12
65e824bb-a004-4016-9197-7bd02bbcbc5a,Gonzales LLC,Amber Robbins,loriwarner@example.net,605-524-3840x560,"121 Joe Harbor, New David, IL 05093",Port Alfred,Kansas,Yemen,94411,http://garcia.com/,Net 60,1
05fc295d-f420-46a1-909b-8c3c271e6387,"Strickland, Nunez and Mcbride",Wanda Wood,lesterbrian@example.net,777.219.4319x4925,"55613 Carter Loop Suite 680, Bartlettmouth, AR 09541",Jonathanberg,Ohio,Sudan,60994,http://osborn.org/,Net 60,14
3441dea0-88aa-4426-8f5f-5f8b286e1d14,Morales Inc,Terri Douglas,sarahbarrett@example.com,(664)318-1281x581,"11875 Alexis Circles Suite 579, Port Jaime, AR 33816",Nelsonberg,Delaware,Northern Mariana Islands,20606,https://www.parsons-thomas.com/,Net 30,22
25964b73-21a0-4aaf-b1ce-68b5d39bf325,"Garza, Simmons and Morrison",Sherri Ferguson,hubbardashley@example.com,214.313.1655,"69294 Jamie Path, Port Donnaburgh, CT 84723",North Timothymouth,Maine,Honduras,67035,http://www.wilkins.com/,Net 90,21
242151de-3ada-40c1-9db6-ee4ce8df1311,"Vance, Cantu and Hodges",Michelle Stewart,browndavid@example.com,5263282632,"623 Daniel Ports, Brownside, MA 16018",Port Thomastown,Arkansas,Anguilla,77389,https://cross.info/,Net 90,17
ca3a785d-f2cf-4bf9-a5c1-edd04dcbd99c,"Smith, Trevino and Gomez",Deborah Cantu,traci04@example.com,753-635-5699x391,"4325 Bryant Hill Apt. 525, South Codyview, NY 07664",Timothymouth,Wisconsin,Israel,46083,https://www.larsen.com/,Net 60,12
b88858bb-d8f2-462d-9078-bd7f0d918b2e,"Horton, Webb and Campbell",Seth Myers MD,dustinstewart@example.com,5855701861,"3803 Lauren Lodge, Samuelstad, SD 65591",West Kevinborough,Florida,Papua New Guinea,74925,https://parker.biz/,Net 30,7
9078fb82-651e-4836-b81b-98164e51f1ea,Pearson-Castaneda,Kevin Lamb,sthompson@example.com,+1-522-581-6096,"PSC 1542, Box 0357, APO AA 18726",Thomasland,Kansas,Seychelles,31274,http://alexander.com/,Net 60,16
9442c122-66d6-4b97-8516-49b01ebfe5cd,Thomas Inc,Teresa Miller,melissa11@example.net,(752)979-3649x811,"95088 Patterson Summit, Danielburgh, DC 64880",East Holly,Ohio,Macao,44941,http://hanna.biz/,Net 60,10
782f8fe6-695f-4850-ba59-e8359774a754,"Tucker, Jennings and Day",Jordan Williams,kyle03@example.org,407.411.9689x4158,"62376 Henderson Underpass Suite 823, Rodriguezfurt, MO 70785",Huynhville,California,El Salvador,15192,http://brown.com/,Net 60,19
4c67a4a5-7bcd-41c1-9baa-e8ee8f7012a6,Park and Sons,Justin Davis,paula66@example.net,345-890-8681,"7815 Brian Squares Apt. 773, South Erin, AZ 62994",Heathermouth,New Mexico,Korea,32877,http://www.williams-payne.net/,Net 30,15
98dc4047-1547-4afe-ac1f-053134a9e7d2,Shaw Ltd,Christian Christensen,kristopher22@example.org,379-245-3386,"85779 Humphrey Ridge Apt. 019, Chungchester, AS 80140",New Nancy,North Carolina,Bouvet Island (Bouvetoya),00621,https://olson.com/,Net 30,30
a343fb63-a300-4f49-91ab-6f7dde3b823b,"Sparks, Rivas and Bell",John Mcdonald,banderson@example.com,422.294.7339,"58070 Thomas Glen Apt. 102, Cameronside, ID 69457",Robertbury,Florida,El Salvador,98648,http://stephens.com/,Net 90,13
5711ce08-cad3-4f0f-a2ed-e8639c48d8ed,Baldwin LLC,Michael Boyd,lodonnell@example.org,2195915325,"438 Erica Passage, Johnside, WA 71415",Moralesview,New York,Syrian Arab Republic,89974,https://www.edwards.com/,Net 90,18
27c4f7c6-9ea8-4c65-a0ff-cc392691731e,Howell-Jones,Maria Warner,jschneider@example.com,806.827.4049x653,"8647 Robert Overpass, West Erinbury, TX 88759",Jeffreystad,Florida,Lithuania,04384,http://www.stanley-dennis.com/,Net 90,6
8777ed86-c73e-4d9f-8b7c-c15bdef99319,"Carrillo, Perry and Mcneil",Thomas Haney,acastro@example.org,+1-951-486-9450x954,"441 Chapman Club, Davisborough, OK 44852",Stonemouth,Texas,Nepal,78995,http://martinez.org/,Net 60,20
5a94d10c-585d-498d-bf6c-576f6f4bf483,Willis-Fields,David Smith,amandamcbride@example.net,(631)838-8670x7584,"267 Edwin Haven Apt. 953, Victorside, AR 97267",Danaburgh,North Carolina,Malaysia,35415,https://www.rogers.com/,Net 60,21
4670e8ba-e4cc-4608-8835-62a2fc5bd1a6,Hall-Liu,Jacqueline Vargas,parksyolanda@example.org,(710)793-8581x4662,"332 Dawson Inlet Suite 004, Mccarthybury, PA 07698",North Laura,Washington,Slovenia,62313,https://www.peterson.com/,Net 90,9
2f5ffac1-c60f-4f81-b6cc-c9177aa11a8f,Hernandez-Oliver,Mrs. Sheila Tapia MD,mramos@example.net,+1-832-730-8935,"4689 Foley Course, Stevenmouth, NM 70387",Patriciaton,Alaska,Thailand,92660,https://zimmerman.biz/,Net 90,28
c1f1d6a1-eaf0-466b-ad13-36e5da47cd41,Collins-Jimenez,Timothy Wolf,michael60@example.net,(335)519-5868x586,"65988 Christy Forks, East Rickburgh, MN 91853",Petersonton,Colorado,North Macedonia,33420,https://www.meyer.com/,Net 30,15
808fb5be-9a46-47d0-8188-5f40e81f0a75,"Davis, Burton and Johnson",Rachel Jensen,olivia27@example.net,2866859374,"5624 Thomas Shores, Hillland, TX 72587",New Jeffreyport,Hawaii,Saint Kitts and Nevis,87005,https://vincent.com/,Net 30,2
6b39c14d-089f-4376-8918-d4da02a07da6,"Vasquez, King and Thomas",Luis Murphy,angelabaldwin@example.org,(342)948-4268,"118 Rose Vista, Lake Ashleyborough, TX 55016",West Courtneyport,South Dakota,Bangladesh,53132,http://estrada.com/,Net 90,1
ab484a22-d377-47f6-b3c2-5deefbca0932,Gregory Inc,Jeremy Johnson,mcdowellnancy@example.com,(475)399-8122x3334,"2872 Ho Dam, Carpenterville, NE 38082",East Bobby,South Carolina,Grenada,78373,https://wilson.net/,Net 90,17
0bd0b49b-283e-4a7e-98fe-91fc773bb707,Vega LLC,Luis Savage,susan66@example.net,561-993-8902x588,"01144 Arnold Shores Suite 787, West Destinyton, GA 79647",Ballport,Maine,Egypt,68600,https://kaufman.com/,Net 30,15
63dec2cf-b6c5-4717-865d-b267adbcd324,Hernandez-Anderson,Dr. James Hall,jordan61@example.com,7846133192,"6248 Sara Lane Suite 172, Tatetown, WA 58938",North David,Wisconsin,Sweden,79157,https://www.cummings-gross.com/,Net 60,7
1c098dad-bac0-4b26-943b-4180adeb6b8e,"Raymond, Gray and Hall",Amanda Williams,heatherpruitt@example.org,(836)651-4709,"1604 Daniel Cliff Apt. 137, North Debra, LA 80798",South Larry,Delaware,Bouvet Island (Bouvetoya),65163,http://www.wade-patterson.org/,Net 90,6
c98d125b-9d37-4a7d-a064-9fe21b7fe075,Burnett Inc,Jeremy Marshall,brownbrian@example.net,+1-983-703-6002,"3124 Michael Meadows, Cuevasberg, AS 78655",Lake Erica,Maine,Armenia,55478,https://mendez-braun.info/,Net 90,14
2ef66841-b460-4cc8-8382-3658c86a0504,Mack LLC,Nancy Phillips,matthew20@example.net,(765)954-1658x542,"66271 Kenneth Spurs Suite 172, West Jesse, SD 83869",Alexandriamouth,Arkansas,United States of America,65863,http://www.graves.com/,Net 30,2
42a2ac02-7ffc-478d-8834-9ded8f690cbc,Ramirez-Adams,Danielle Howard,cunninghamdanny@example.org,+1-563-527-1073x52132,"71065 Gregory Drive Apt. 662, Wyattshire, WA 93618",Port Mary,Arkansas,China,72613,http://rowland.com/,Net 90,2
