product_id,product_name,category,brand,unit_price,cost_price,supplier_id,sku,description,manufacturer,weight,dimensions,is_active
9d6a60c5-039b-4fc9-80f9-de640bf02bb7,Expect Finish,Books,Sheppard-Hawkins,178.5,93.99,dba2522c-93c4-4ebe-9e12-6e918a7facc6,SKU-1692-ZXMd,Get the about responsibility structure story act.,Simon-Evans,1.31,87x99x45 cm,True
4b7f31ee-9d9c-408c-8d62-a1a301c433fa,Office Quality,Toys,"Case, Sexton and Mccoy",632.11,462.9,5732d313-116c-4099-94df-d67678b2fb2f,SKU-4343-bSdl,Usually finally deep size hair air according dark several.,"Powers, Williams and Jordan",6.45,74x68x82 cm,True
2fe6d1eb-a628-40ed-b3b3-70700d7bc43e,Similar Design,Home & Kitchen,Mendez-Vazquez,157.78,109.62,c5612bed-f844-4b52-92e8-af822f351473,SKU-5928-tvOe,War office someone success able hope.,Cook-Banks,1.66,17x14x36 cm,True
9f3dd634-e219-42f5-9548-ce86c36d2f02,Number Agreement,Toys,Allen-Lee,688.59,520.4,ca3b96e2-c40a-44d0-b376-d61c6b68a4ab,SKU-0609-jpkh,Writer might win pull paper list gas debate support interview look.,"Khan, Combs and Dodson",8.41,39x37x79 cm,True
07c48d54-f3ad-4674-836e-eefac98eb54e,Professional Opportunity,Clothing,Richardson-Smith,93.04,63.24,9d198252-c2e9-44c6-9606-3cb249abcd29,SKU-7350-HMzJ,Front bit moment develop story bar him address power rule.,"Hamilton, Tran and Garza",6.6,77x74x35 cm,True
2daa5d68-5132-4757-83c2-902e2de911ab,Choose Natural,Home & Kitchen,Smith-Vargas,89.18,66.9,9346bb61-a476-46b3-b2c6-f508f60a3882,SKU-0866-ZlIa,Attorney far buy rich else official population drug science hand.,"Schwartz, Becker and Olson",6.09,70x72x25 cm,True
65338b3e-0bbe-4cce-b37c-6be2c554a91a,Here Last,Toys,"Blevins, Lewis and Solis",139.15,91.48,31776223-5e4a-4cd3-afaa-c7d4c4ff1b75,SKU-4670-jUlp,Around next low little situation case hear.,"Gibbs, Williams and Hines",1.65,98x89x90 cm,True
ae0d2d17-c183-44bd-9b92-6ec59c3cb31a,Only Street,Home & Kitchen,Martinez PLC,240.58,154.69,f137e92b-f597-4a25-8286-980ffc276a1a,SKU-1546-iaCH,National nothing major use phone series indicate compare him among.,Harris-Payne,7.9,52x72x84 cm,True
665cf21e-3940-463b-b770-10d66ffb7412,Bar Wrong,Books,Le Inc,278.91,165.52,e62251a2-2c1d-4e16-aa7b-3010c430f46a,SKU-1855-wdjr,Make light pass theory admit talk we direction exist base religious war begin.,"Cline, Johnston and Miller",0.24,54x9x27 cm,True
3b41dbf2-cc15-49ee-b2d0-8e7ad15c31eb,Commercial Sort,Electronics,Barber-Le,556.06,344.53,49256ad0-ec68-46b7-b87d-0ed34aac883e,SKU-4917-zGim,Than somebody member again on yourself single have standard.,Larson PLC,2.1,21x52x4 cm,False
b56c232a-b63b-43eb-a47b-775431539bd7,Tough For,Home & Kitchen,White-Ward,322.73,197.86,4965a00c-781d-4a35-b893-044f8399a2bf,SKU-9043-hFUu,Artist let mean draw specific fine man whom work her much yes catch.,Conley Group,0.87,21x13x11 cm,True
3818ef65-e61b-44b8-bd2a-24f6a242842b,Hard Tend,Home & Kitchen,Reed-Hurst,80.62,47.25,d2122290-5423-4108-a675-901b6d73578e,SKU-3448-gvhD,Owner choice main party compare participant.,Mcneil and Sons,7.47,68x87x3 cm,True
0adf0a6d-5a3a-404d-a50a-6b611d568fbb,Quickly Effect,Toys,Weaver-Wyatt,371.93,197.69,5a179dcc-1c47-4af0-a97c-ef3f357db24b,SKU-7078-sSty,Forget all affect end child relationship.,Best-Miller,8.4,51x83x12 cm,True
c6e80471-38c0-4561-b030-740a09e47ada,Page Court,Toys,Ramos Ltd,794.76,538.77,a1c0607b-ef41-465e-a310-8d6d3348e603,SKU-7903-qsnM,Worker last help movement computer money lay out spend enough.,"Cruz, King and Lam",8.46,68x65x37 cm,True
b3937beb-3138-4902-a131-80033eb27485,Green Mrs,Home & Kitchen,Mayer and Sons,232.6,124.21,dee59d00-67f4-4381-b267-60982b0cfbf4,SKU-5423-fBcj,Part know activity stand send example truth safe kitchen stand get century.,"Guerrero, Smith and Nelson",9.19,21x63x96 cm,True
65c2d93a-185d-458f-9316-5052e0bfb17f,Short Factor,Clothing,Sullivan-Bradley,502.58,385.1,8f63f4c1-1584-4a91-be18-796bb90eb7c8,SKU-2817-qFsI,World technology those term happy attorney summer me enter media hour black would.,"Matthews, Swanson and Holden",5.82,42x40x75 cm,False
51e6a3b3-86c5-419e-bfeb-9a83d7194a88,Paper Key,Home & Kitchen,"Patel, Johnson and Bell",918.82,513.8,199b7f95-dac3-4d54-90ee-4805d9fc8a26,SKU-4388-XxyE,Push center whole time alone military share somebody simple open six.,"Lopez, Meyer and Smith",8.0,36x51x66 cm,True
ce26038f-441b-4896-9592-e83fb4261d01,Bag Protect,Electronics,Williams-Cobb,835.38,465.03,dcf245f1-7eac-4b7c-b2de-c191fa2ee745,SKU-3926-DFvs,All you near himself interview particularly half condition project improve sit.,Huynh-Johnson,0.52,72x39x45 cm,True
71834058-18ee-4c44-b5b5-3d8c09e1dea0,Share Respond,Clothing,Christian Inc,651.33,498.18,25911ada-6b77-4491-9975-353e5a787551,SKU-0584-VHza,Some where democratic box age white front practice.,"Brown, Glenn and Cooper",7.66,82x97x34 cm,True
ae3aeaf5-6103-488c-a859-07d73156d8ad,Night Decide,Clothing,Roberts-Smith,545.14,322.03,5a6554d7-88ec-4d24-9a26-d35e8faeafd5,SKU-4477-kGrW,Plant until growth one education her Republican according effect her.,"Bailey, Bartlett and Hess",0.17,49x39x44 cm,True
89365d33-76f8-486d-ae07-35a1d817a513,Natural Method,Electronics,Trujillo-James,993.35,717.68,c62de7e7-41b0-47d2-b7d0-54b45fdc8639,SKU-4652-KxNI,Important themselves soldier market travel form way nature trouble war gas event.,Rodriguez-Hodge,6.37,61x73x75 cm,True
0e369954-a043-485f-865c-08d872b4e38f,Team Culture,Electronics,Keith-Hayes,651.0,460.86,6a6b2d8e-f872-46d4-94a0-c024e376e1ce,SKU-5451-UwPD,Between chance again describe citizen century up increase.,Sims-English,4.95,65x24x18 cm,True
56d340b6-f01a-43ff-bed6-75569b5306f7,Staff Check,Electronics,"Franco, Jackson and Bates",274.67,173.53,ef6004ae-f06b-4a4d-a927-fbb4feeea5ff,SKU-5793-xHEw,Quite together she view price still.,"Baird, Mann and Porter",8.19,4x76x57 cm,True
8c74e6e8-5568-4b12-be70-2a839680c8b6,Magazine Similar,Toys,Nguyen Group,981.68,718.86,924ec862-ce87-4fb6-9a45-49e8a2eaeebf,SKU-8369-UKpp,Moment happy lose administration hit share another peace.,"Brady, Sanchez and Moreno",2.48,58x19x81 cm,True
12fdda2d-8bc5-450a-b72f-9e496099c144,Consumer Community,Electronics,Wells Inc,658.91,409.95,d059a5d7-af2a-42e1-adac-176a3e223fc1,SKU-7416-IxWj,Argue tonight official share others thousand policy.,"Rodriguez, Riley and Rios",9.05,21x38x31 cm,True
f36cb6ab-39c8-4b06-81cf-c0952158c063,Turn Movie,Books,Mitchell Group,406.4,311.62,93d4519a-740e-4f2f-a65a-f63e196d3104,SKU-9794-RTvB,None season she week walk although sense.,"Smith, Chang and Flores",3.1,45x93x27 cm,True
0a127bd9-ce11-46c6-ae6d-58f71324b5e4,Kitchen Event,Electronics,Dunn-Rogers,952.38,480.85,351add70-2974-44a1-ad5b-db45cac28c50,SKU-3266-qdhL,Although sound back machine occur positive difference exactly perform room interest.,"Bush, Cook and Herman",8.45,57x23x8 cm,True
f5d0e6e6-bda6-4d86-8a93-33aca1e63e48,Likely Would,Home & Kitchen,Soto-Brown,821.36,512.26,4180eb4a-1536-4c2f-94de-23e4728796b8,SKU-0746-xlzB,Draw letter tonight truth area when answer gas.,Arnold LLC,5.96,19x25x5 cm,True
104a3f67-c655-4c52-a2ca-91e036495074,Nearly Always,Toys,Davis Ltd,534.63,425.08,711baa90-b5c1-4715-985d-c5bcaa516418,SKU-0632-UMCZ,Car week figure together meet network market clearly.,Campbell Ltd,3.62,14x81x44 cm,True
2a1083c3-991e-4f19-b98a-9bc428830437,Customer Believe,Books,Burch LLC,374.09,260.94,629130fe-239a-481a-96d6-aa6247adaeb3,SKU-8952-PRob,Manage prevent major nation bad TV beat.,Campbell-Hanson,6.89,98x24x77 cm,True
94ba52c5-a1c5-4e90-a48a-c39792b45d06,Sure Hit,Books,"Brown, Mitchell and Parks",595.25,371.34,034852b6-dcb2-4b2b-a896-dfff4dbcef9b,SKU-8534-dCMs,Magazine add management within voice bank according design later represent answer nearly.,Richardson-Sandoval,5.89,29x54x42 cm,True
6f9e1db7-24a1-4bf8-860d-89f2951be8ab,Quickly Sing,Clothing,"Berg, Williams and Butler",724.43,380.37,9fb00aac-2dbe-4d71-9e44-f4d790b15946,SKU-2745-kdws,Wall member each collection address from candidate book oil.,"Taylor, Young and Jacobson",4.35,5x39x97 cm,False
d874d4ca-fb7c-4bde-8d5f-32d3ec7c63ed,Always Wide,Toys,"Navarro, Hayes and Clark",395.1,250.74,6b050dd2-53f7-4977-9399-6ae6d67324c4,SKU-9712-IqrT,Operation government when beautiful much surface case trip.,White-Foster,6.93,89x14x31 cm,True
67cfb7f9-0caf-41f8-8971-64bd33b3d461,Listen Later,Electronics,"Wilkinson, Chambers and Atkinson",352.03,276.9,7a801c5e-20a2-43ea-a658-93f3289e4fb2,SKU-7754-QuFx,Possible organization find hard purpose scientist.,Fernandez PLC,4.95,41x55x13 cm,False
5d7a038a-836b-4cf0-81c9-963c273f46b0,State Early,Toys,Hall and Sons,870.5,516.2,dd3ad4bc-8155-48a6-98ea-626f735d187e,SKU-9558-pAgh,Simple hot race case report rate subject true.,Morales and Sons,0.72,28x38x33 cm,False
c7246882-b7a6-4e44-823e-d6643dd24956,Agreement Use,Toys,Miller-Jimenez,180.38,128.21,1b364f60-30aa-4b68-aeb0-bbd8c526fdc7,SKU-9390-Fnas,Woman discussion people know room seem test third during full nothing wrong.,Carter Group,7.69,69x92x88 cm,True
973cdda1-c577-4926-8718-9854ed82c566,Forget Race,Toys,Banks Group,705.96,443.39,3aff2c46-3fbd-4edf-b5fc-af26905d0908,SKU-9579-yarR,Safe development radio none these with society avoid trouble stay environment sometimes each.,"Carrillo, Combs and Miller",4.43,53x28x92 cm,True
3e032107-f733-423d-8aa4-d7a53a595f40,Citizen Form,Clothing,Chang-Delacruz,169.31,94.13,a8c67f8f-b195-4c59-8e9d-1bda37c32309,SKU-2207-fpIz,Else employee case light during rate support.,Allen PLC,2.62,73x94x2 cm,False
b5161df0-3ebf-4f41-8ee5-9f3856562539,Position Simple,Home & Kitchen,"Meadows, Marsh and Dixon",98.53,71.33,21d3fae7-049f-47ff-8a5b-0d9dfbc49670,SKU-1317-DuaK,Herself customer wrong many leg break short father there phone pass this same.,"Cochran, Pineda and Bowman",5.86,41x71x9 cm,True
4526b4b1-c291-423e-b422-ed46aed678cd,Spring Treatment,Toys,Hernandez-Hunt,891.55,503.53,db3cefa0-c4be-46fc-8b54-ea02150275d2,SKU-0565-FNoG,Evidence fall agency find chair natural certain later strong.,Mills PLC,0.55,66x13x41 cm,True
97f061a9-8a81-4ca0-b8e9-66a49e5972df,Foreign Stock,Books,"Chandler, Lee and Carter",612.46,397.79,24f1ad31-f454-463f-9246-1b20c2adf203,SKU-2807-tyeQ,Actually action culture end half face reach.,Cruz-Miller,2.44,72x99x7 cm,True
fb396001-7cba-43e3-846c-0591c5550a94,Movement Necessary,Toys,Reyes Ltd,263.05,178.07,3f97764b-0ce9-4625-8c59-b4d1b52a3cbd,SKU-5993-VYcJ,Receive cell summer share ready change significant lay successful onto citizen.,"Trujillo, Cohen and Martin",7.62,88x82x75 cm,True
d7690402-27c7-4a64-a593-e43d4e0cf955,Instead Financial,Books,Shaw PLC,360.14,222.35,95248b23-c5ea-46dd-96d1-050f3f5b0553,SKU-0764-oOix,Lot clearly meeting effort personal outside ever court seek west.,"Small, Sanders and Scott",9.94,79x31x87 cm,True
39fe621e-ddf5-4e05-bd1e-d907c74f0e0a,Natural According,Electronics,Lopez-Roberts,294.16,232.87,d29a3fdc-0948-465b-93a3-48e974182b82,SKU-2897-qkri,Fly onto participant decide single impact reason as style Democrat improve require a.,"Mendez, Colon and Wolf",5.91,12x10x76 cm,True
09351833-9d4f-499b-8abb-f61f06ebf4af,Member Responsibility,Toys,Cook-Flores,994.22,690.21,df0fa4a6-a16f-4ee7-8e7e-54cee4409584,SKU-7952-KduO,Agency final stand hard southern once sit team far car administration series group.,Novak-Stewart,6.78,95x22x2 cm,True
402f0143-09cb-4d01-8414-a7455b3f0f6b,Wait Talk,Clothing,Ramirez Inc,867.86,594.36,54949249-36c3-431f-93dc-83bd7fadd970,SKU-7318-qgcu,Likely news world style minute religious how.,Doyle-Moody,1.38,87x75x93 cm,True
e948f864-80d6-44f5-b954-a9a3ffa588c0,Enjoy Process,Clothing,Yates-Taylor,790.26,543.58,a71b0b59-9fc6-47eb-b4e7-31ef58f16f03,SKU-3718-TSJn,Pressure trouble yes focus interesting far.,Brown-Page,2.35,1x77x16 cm,True
226844dd-ff17-4335-a960-9ed32fd463e5,Tax Sell,Clothing,"Banks, Bryan and Ramirez",118.73,80.69,b878eb26-0aff-4ff1-bc09-a1ffde726730,SKU-8248-WjAs,Cause career foreign east why sometimes court cover network news reveal avoid order.,Page-Johnson,0.38,36x41x64 cm,True
e8b70715-e321-493b-b8b8-c5f46e1fc943,Picture Fine,Books,"Brady, Perry and Jones",174.75,117.01,a3b4145e-0f38-4b69-9c94-b728b0263773,SKU-6704-XDSG,Defense worker you impact off require seem poor majority buy word plant catch.,"Poole, Simmons and Villarreal",1.12,45x82x24 cm,True
4b148d97-a1f9-4bc3-b425-540a2a025009,Section Fill,Home & Kitchen,"Adams, Brown and Meza",581.3,369.91,7227d8c4-6493-4e69-92e4-74c0aa0f3e1a,SKU-7137-CqPn,Rate lot check someone six along level direction country.,Smith Group,9.13,87x7x9 cm,True
83eea770-a651-4fc6-92af-00ff7aff59d5,South Stop,Electronics,Arnold-Sanchez,787.08,511.48,c0a9eda7-1164-4e97-ba9c-181596bbb7fc,SKU-5310-shmp,Consider improve prepare production resource watch choose her poor exist particularly.,"Davila, Dennis and Marshall",4.74,56x16x80 cm,True
c4fb9ea3-3c19-4aa3-8063-eaa6e678b3ae,Help Eye,Clothing,Clarke LLC,122.36,68.43,d18bf4ec-2c35-45b0-b385-7538b622f5b2,SKU-5199-EJWb,Factor friend identify cause store any continue wind network skill security beat.,Sanders Ltd,4.51,1x92x84 cm,True
1e51c169-6bdc-4166-83a9-5200bbb7d491,Miss Surface,Toys,Tran-Jones,584.83,420.49,0d7ea034-4e5f-4750-af5c-9606e07d1f26,SKU-4703-ORjV,Hear management trip safe health effect these brother final.,Watts LLC,8.02,62x45x18 cm,True
c9fce636-846c-4bea-9594-6d2e044c0730,Serious Boy,Toys,Bowen Inc,766.04,392.93,6a0cb63d-6cf3-47ca-989c-f84099df405e,SKU-8593-aSTN,Game turn even president east late wife case may rise clear.,Arias Inc,7.08,59x5x61 cm,True
d3c306e0-728d-486f-969c-cddcc7d15820,Key Amount,Books,Guerrero-Roberts,817.82,471.2,3f12448d-8476-45c4-b9ce-995ca0873553,SKU-6119-btvM,Life part chair accept me only able.,Rose Inc,8.38,90x53x84 cm,True
db25633d-86be-4f03-bf91-9c1a1689e5af,Language Director,Electronics,Cummings-Johnson,167.39,109.66,58936ae4-7d04-4561-89e2-06a88ebfc2ed,SKU-2268-HcHZ,Class join method support become they expert break miss soon western special.,"Blake, Marks and Kline",2.45,43x43x92 cm,True
872fc184-85bd-4f68-a870-cc723b66d134,Lay How,Home & Kitchen,Rowland Ltd,714.73,546.8,92022ec6-99fc-41f8-94e4-0f434232f1d5,SKU-8965-Xmwn,Career bill nearly image market themselves work not magazine way.,Wolfe Ltd,4.81,99x46x90 cm,True
947ff8ca-4a85-4866-8e0a-8ebad88d1e11,Several However,Home & Kitchen,Sanchez-Mack,13.48,9.25,37eda5d0-01ea-479b-95ad-26caed10e79a,SKU-3689-AMPX,Carry drug door audience true prove economy hold behind Congress.,"Patterson, Kim and Thompson",3.16,3x27x74 cm,True
ff49ae93-0747-4b3c-9f2b-da561cb4a4da,Land Affect,Toys,"Ward, Campbell and Brown",389.58,248.48,866b2b4e-6d06-4e18-965c-2d644561bc9d,SKU-8743-Rstm,Likely up too service exist the.,"Ellis, Anthony and Elliott",6.12,49x97x61 cm,True
85e98ed7-6e26-4f7e-84b3-47d14b4a8497,Economy Personal,Home & Kitchen,"Sullivan, Brady and Taylor",422.47,287.07,f8fe0790-9552-4d6f-b562-d79c70b4b6e8,SKU-8985-xzyf,Total protect church phone father billion dream garden.,"Robinson, Bridges and Hammond",2.48,24x72x43 cm,True
b15cf677-290e-4dcb-9076-f6a65aee4749,College Herself,Home & Kitchen,Dennis Ltd,422.2,269.09,d6017fbf-2d90-403a-b9fe-5faf755b97fd,SKU-3338-MfMr,Economic bill partner perhaps upon scene draw everything stand election plan sell.,"Byrd, Chapman and Parker",4.36,81x23x58 cm,True
a1fe07dd-1f70-4f80-aab2-f93f78ff80b3,Across Class,Books,Solis PLC,574.49,433.27,5048c2e0-d3bc-4c66-8841-978b5e42ec94,SKU-6962-ZUUZ,Call may job near account eye word already reach decide.,Keller-Green,1.51,60x42x20 cm,True
07fff4d2-256e-4ea7-b250-55966f8bed0a,According Key,Clothing,Taylor-Woodard,234.86,178.85,0e5d5fe2-44e1-42fe-bc92-cbd8aa2fb24c,SKU-9946-UQye,Act contain street their red along listen true staff story.,Ortiz Inc,8.85,48x100x9 cm,True
9f63c45c-b148-4b0e-bf81-17ebecbae43a,Task Mention,Books,Davis Ltd,304.59,199.72,34c8171e-899e-4e4a-b08d-860c205316b9,SKU-5161-vERk,May right official with plan contain.,Cook-Briggs,6.22,92x42x20 cm,True
75cb4b3c-f8f3-4418-8cf4-9ab022a77a4d,Next Staff,Home & Kitchen,"Raymond, Hickman and Williams",782.7,395.21,3dbb77db-72a2-477e-a045-26f565f03185,SKU-9890-aXuo,Player system that seven evening far condition hold.,Wade-Anderson,3.64,34x52x9 cm,False
6e5f2e5f-7635-4354-9c3e-d19a766ccbe2,Rise Table,Home & Kitchen,Ramsey Ltd,336.21,264.75,90395159-e196-4a4e-89e3-316876860a31,SKU-0252-HCBl,Ready foreign training long manager rest can case particular party next effect according.,Odonnell-Evans,4.16,1x54x67 cm,True
f3835d70-fe2f-48d0-a3c4-fb356968c7f1,Information Save,Books,Jensen-Hill,246.92,153.12,112f6001-abe2-4cc7-8916-60eadd5a2d6a,SKU-7892-REUf,He home send others sing bit.,Perkins-Morgan,7.9,23x62x98 cm,False
155c641e-b830-4d51-b167-fd61eb1edb8c,Tree Ready,Electronics,Petty Inc,301.71,227.19,2421635a-cc6a-4e6f-885d-505f3aa984ff,SKU-6633-wNRr,Life eight we left one election near western hundred great per language available.,Parrish Group,7.03,45x91x11 cm,True
e60cd320-e35a-45ca-b529-b2c37fcb3ba7,Newspaper Land,Electronics,Calhoun-Collins,866.86,598.67,1b675452-ce8c-48d3-ae4b-1f3b39898fdc,SKU-7082-QdZT,First rule sure expert huge player check during along either a make.,Morrison PLC,8.42,91x15x38 cm,True
6f7c40c4-8086-4893-bc85-2b53e0f17333,Spend Around,Toys,Duke and Sons,440.43,222.63,2046a89a-3eb5-48a4-8f2c-9155f2b2ef62,SKU-6222-WcVs,Wall air term wife whether big must.,"Davis, Garcia and Flores",1.92,97x42x4 cm,True
59960013-f9d6-41e9-a2d0-b1b6247c1060,Deal Project,Books,Porter-Blankenship,728.44,474.59,c13b16b5-e46a-4ed2-9bcb-a924e7ac374c,SKU-7611-UWKg,Power including total time business nearly me positive suffer social single race.,Johnson-Perez,8.79,14x94x99 cm,True
